Date,Close,Volume,mom,mom1,mom2,mom3,ROC_5,ROC_10,ROC_15,ROC_20,EMA_10,EMA_20,EMA_50,EMA_200,DTB4WK,DTB3,DTB6,DGS5,DGS10,Oil,Gold,DAAA,DBAA,GBP,JPY,CAD,CNY,AAPL,AMZN,GE,JNJ,JPM,MSFT,WFC,XOM,FCHI,FTSE,GDAXI,GSPC,HSI,IXIC,SSEC,RUT,NYSE,TE1,TE2,TE3,TE5,TE6,DE1,DE2,DE4,DE5,DE6,CTB3M,CTB6M,CTB1Y,Name,AUD,Brent,CAC-F,copper-F,WIT-oil,DAX-F,DJI-F,EUR,FTSE-F,gold-F,HSI-F,KOSPI-F,NASDAQ-F,GAS-F,Nikkei-F,NZD,silver-F,RUSSELL-F,S&P-F,CHF,Dollar index-F,Dollar index,wheat-F,XAG,XAU
19-07-2013,6029.200195,-0.294549908,-0.00146564,0.010839905,0.003030906,-0.012527328,0.336165668,2.748858973,6.103990268,6.60019271,5955.583236,5904.770033,5880.578204,5778.834525,0.01,0.03,0.07,1.31,2.5,0.000555864,0.009740892,4.3,5.24,,,,,-0.015772665,0.003682964,0.046127806,0.022845792,-0.003725368,-0.11399546,0.000900721,0.008370428,-0.000628845,-0.000557655,-0.000662045,0.001610051,0.000805764,-0.006554441,-0.015196258,0.000199911,0.003264749,2.49,2.47,2.43,0.02,0.06,0.94,2.74,5.17,5.21,5.23,0,0,-0.02962963,NSE,0.04,-0.58,-0.33,0.22,0.01,0.14,0.16,0.24,0.03,0.68,-0.32,-0.18,-0.22,-0.6,-1.01,0.39,0.37,0.35,0.54,-0.38,-0.29,-0.24,0.42,0.62,0.88
22-07-2013,6031.799805,0.098090278,0.00043117,-0.00146564,0.010839905,0.003030906,0.016581549,3.789866858,3.245345994,6.425059933,5969.440794,5916.868107,5886.508463,5781.351593,0.01,0.04,0.07,1.32,2.5,-0.01287037,0.024117307,4.29,5.21,,,,,0.003200381,-0.005733381,0.005663512,0.00054208,0.007122525,0.019426688,0.004049494,-0.003572512,0.003719405,-0.001131102,-6.13E-05,0.002033026,0.002531552,0.0035622,0.006079355,0.002789253,0.003335248,2.49,2.46,2.43,0.03,0.06,0.92,2.71,5.14,5.17,5.2,0,0,0.007633588,NSE,0.84,0.07,0.72,1.24,-1.06,-0.06,-0.1,0.33,-0.14,3.33,0.29,0.29,0.22,-2.96,0.27,0.47,3.47,0.09,0.04,-0.49,-0.47,-0.48,-0.6,5.43,3.05
23-07-2013,6077.799805,0.200790514,0.007626248,0.00043117,-0.00146564,0.010839905,2.057844843,3.734422342,3.033637133,8.721431152,5989.142432,5932.194935,5894.010084,5784.301326,0.02,0.02,0.07,1.33,2.53,0.004877591,0.004898267,4.31,5.23,0.000630645,0.001741825,-0.004354136,-0.000570879,-0.017170615,-0.007974209,-0.006033869,0.001517111,0.001944784,-0.005935583,-0.00134441,0.003901666,-0.004271618,-0.003895442,-0.002020043,-0.001851937,0.023296053,-0.005865996,0.019510553,-0.001148729,0.000937747,2.51,2.51,2.46,0,0.05,0.92,2.7,5.16,5.21,5.21,0,0.03125,0.007575758,NSE,0.51,0.25,-0.42,0.28,0.3,-0.15,0.14,0.29,-0.18,-0.1,2.05,1.42,-0.71,1.79,0.61,0.34,-1.23,-0.11,-0.12,-0.16,-0.34,-0.34,-0.8,-0.39,0.91
24-07-2013,5990.5,0.560895326,-0.014363718,0.007626248,0.00043117,-0.00146564,0.287951309,2.987945041,2.26972368,6.799662964,5989.389263,5937.747798,5897.794003,5786.353054,0.02,0.03,0.07,1.4,2.61,-0.01605526,0.001124859,4.37,5.28,-0.004317421,0.009598289,0.002837707,-0.000228482,0.05136163,-0.007041773,-0.003642169,-0.000649178,-0.000705788,0.004399717,-0.005833498,-0.002205872,0.010109355,0.003486222,0.007803474,-0.003811222,0.002441649,9.22E-05,-0.005160293,-0.007954757,-0.005651339,2.59,2.58,2.54,0.01,0.05,0.91,2.67,5.21,5.25,5.26,0,0.03030303,0.052631579,NSE,-1.43,-1.13,0.99,-0.5,-1.72,0.58,-0.08,-0.17,0.13,-1.15,0.03,0.24,0.73,-1.2,-0.34,-0.8,-1.15,-0.71,-0.27,0.28,0.44,0.43,-0.23,-1.46,-1.99
25-07-2013,5907.5,-0.264023619,-0.013855271,-0.014363718,0.007626248,0.00043117,-2.162118717,-0.465031719,2.367050206,5.704364054,5974.500306,5934.867056,5898.17463,5787.558496,0.02,0.02,0.06,1.38,2.61,0.000569206,-0.006741573,4.38,5.3,0.004783604,-0.011717049,-0.003217304,-0.00021221,-0.004562895,0.014919355,0.002843217,0.002273701,-0.002295621,-0.017834794,-0.014895035,-0.000210517,-0.001698311,-0.004893949,-0.009563054,0.002556472,-0.003093858,0.007148799,-0.005977896,0.009915502,0.003125394,2.59,2.59,2.55,0,0.04,0.92,2.69,5.24,5.28,5.28,-0.142857143,-0.058823529,-0.014285714,NSE,0.91,0.43,-0.18,0.19,0.09,-0.82,-0.1,0.58,-0.52,0.7,-0.19,0.06,0.07,-1.46,-1.43,1.9,0.66,0.68,0.01,-0.83,-0.42,-0.39,-0.73,0.3,0.93
26-07-2013,5886.200195,-0.006303725,-0.003605553,-0.013855271,-0.014363718,0.007626248,-2.371790542,-2.04359802,0.311871254,3.587425862,5958.44574,5930.232117,5897.705044,5788.540006,0.02,0.03,0.07,1.36,2.58,-0.006731772,0.003770739,4.33,5.25,,,,,0.005678477,0.028378432,-0.00162013,0.002808707,-0.00796462,0.007327238,-0.003207423,-0.001895335,0.003240648,-0.005039495,-0.006515296,0.000828294,0.003104352,0.002210694,-0.00510791,-0.00537863,-0.001549517,2.56,2.55,2.51,0.01,0.05,0.92,2.67,5.18,5.22,5.23,0.166666667,-0.03125,-0.014492754,NSE,0.17,-0.45,0.39,-2.48,-0.75,-0.58,0.09,0.02,-0.48,-0.55,-0.14,0.38,0.67,-2.44,-2.69,0.02,-1.9,-0.42,0.15,-0.14,-0.35,-0.38,0.13,-1.23,0.02
29-07-2013,5831.649902,0.046712803,-0.009267489,-0.003605553,-0.013855271,-0.014363718,-3.318245125,-3.302213793,0.34586466,-0.180587666,5935.391952,5920.843334,5895.114647,5788.96896,0.01,0.03,0.07,1.37,2.61,-0.001431844,-0.000939144,4.37,5.3,,,,,0.015419841,-0.018941713,-0.006490872,0.004093472,-0.006422837,-0.002530044,-0.005975592,-0.008017744,0.000017593,0.00083908,0.001712586,-0.003736038,-0.005407579,-0.003880265,-0.017178778,-0.007486792,-0.005024864,2.6,2.58,2.54,0.02,0.06,0.93,2.69,5.23,5.27,5.29,0,0.064516129,0.007352941,NSE,-0.62,0.26,-0.08,0.23,-0.14,0.05,-0.1,-0.13,-0.01,0.51,-0.08,-0.46,-0.16,-2.7,-3.75,-0.64,-0.19,-0.57,-0.24,0.31,0,0,0.29,-0.75,-0.47
30-07-2013,5755.049805,0.297520661,-0.013135236,-0.009267489,-0.003605553,-0.013855271,-5.310309822,-3.361742916,-1.774196877,-2.437768219,5902.60247,5905.053474,5889.621908,5788.631456,0.03,0.04,0.07,1.39,2.63,-0.014052194,-0.004211318,4.4,5.31,-0.00649343,-0.000275389,0.003819918,-0.000130666,0.012349554,-0.01205489,-0.00040833,-0.000429149,-0.006464303,0.009828757,0.000231168,-0.00233969,0.004459712,0.001631053,0.001451654,0.000373817,0.004751022,0.004815061,0.00696144,0.002738624,-0.001631891,2.6,2.59,2.56,0.01,0.04,0.91,2.68,5.24,5.27,5.28,0,0,0.01459854,NSE,-1.56,-0.5,0.48,-2.41,-1.41,0.28,0.06,0.01,0.25,-0.33,0.38,0.67,0.65,-0.78,2.13,-0.6,-0.95,0.31,0.13,-0.17,0.2,0.21,0.75,-0.5,-0.02
31-07-2013,5742,-0.07940552,-0.00226754,-0.013135236,-0.009267489,-0.003605553,-4.148234705,-3.872228292,-1.284236638,-1.97266449,5873.402021,5889.524572,5883.832813,5788.167461,0.03,0.04,0.08,1.38,2.6,0.019003297,-0.007287694,4.38,5.28,-0.00440033,-0.001867032,-0.001669708,-0.000457389,-0.001742758,-0.003935065,-0.004493423,0.003541934,0.007229315,-0.000313972,0.005547897,-0.000639569,0.001525064,0.007624425,0.000598499,-0.00013641,-0.003202191,0.002737516,0.001876817,0.001677032,0.000278371,2.57,2.56,2.52,0.01,0.05,0.9,2.68,5.2,5.24,5.25,0.142857143,-0.060606061,-0.007194245,NSE,-0.88,0.74,0.05,2.56,1.89,-0.34,-0.39,0.29,0.62,-0.88,0.02,-0.38,-0.08,0.41,-2.09,-0.03,-0.25,-0.07,-0.25,-0.37,-0.46,-0.46,1.16,0.51,-0.32
01-08-2013,5727.850098,0.026291513,-0.002464281,-0.00226754,-0.013135236,-0.009267489,-3.041047854,-5.137415507,-3.491937736,-0.745980778,5846.938035,5874.127003,5877.715844,5787.567289,0.02,0.04,0.08,1.49,2.74,0.026926736,0.000380373,4.51,5.4,-0.003598689,0.0162215,0.006126021,0.000261485,0.009170661,0.014441292,0.010258514,0.002887668,0.01453438,-0.005339196,0.017471218,-0.010879968,0.012532914,0.009197853,0.016283378,0.01254057,0.009373611,0.01361413,0.017688878,0.013986946,0.011985809,2.72,2.7,2.66,0.02,0.06,0.89,2.66,5.32,5.36,5.38,0,0.129032258,0.079710145,NSE,-0.63,1.71,1.25,1.44,2.72,1.8,0.76,-0.71,0.94,-0.11,1.22,0.52,0.96,-1.71,3.31,-1.19,-0.01,1.32,1.18,1.17,1.09,1.09,-0.68,-1.16,-1.07
02-08-2013,5677.899902,-0.113707865,-0.008720584,-0.002464281,-0.00226754,-0.013135236,-3.538790495,-5.826648339,-5.510069862,-3.237955711,5816.203829,5855.438708,5869.879925,5786.476071,0.02,0.04,0.07,1.36,2.63,-0.009172612,-0.004372624,4.42,5.31,,,,,0.012831745,-0.004450751,0.003249391,0.006611944,-0.000884312,0.006946606,0.005196656,-0.008411582,0.000722265,-0.005103277,-0.00045062,0.001640458,0.00462595,0.003767975,0.000172962,-1.89E-05,0.001723274,2.61,2.59,2.56,0.02,0.05,0.89,2.68,5.24,5.27,5.29,-0.125,-0.142857143,-0.087248322,NSE,-0.26,-0.54,0.1,0.19,-0.88,0.08,0.26,0.58,-0.31,-0.03,0.48,0.26,0.75,-1.18,3.06,-0.71,1.24,0.11,0.22,-0.82,-0.55,-0.52,0.17,1.63,0.23
05-08-2013,5685.399902,0.096348884,0.001320911,-0.008720584,-0.002464281,-0.00226754,-2.507866598,-5.742894562,-5.727265274,-2.170675762,5792.421297,5839.244536,5862.645414,5785.470338,0.03,0.05,0.08,1.39,2.67,-0.003085843,-0.003437082,4.46,5.37,,,,,0.014939266,-0.010584797,-0.00728749,-0.00625062,-0.006903947,-0.005957918,-0.003371589,-0.003915182,0.001067831,-0.004256954,-0.001018271,-0.001479835,0.001398725,0.000910633,0.010378832,0.002972114,-0.001906148,2.64,2.62,2.59,0.02,0.05,0.91,2.7,5.29,5.32,5.34,0.142857143,0.066666667,0.022058824,NSE,0.33,-0.23,0.11,-0.09,-0.36,-0.05,-0.23,-0.19,-0.48,-0.61,-1.22,-0.52,0,-0.84,-1.73,-0.13,-0.68,0.36,-0.09,-0.22,-0.05,-0.04,-2.27,-1.05,-0.61
06-08-2013,5542.25,0.133209991,-0.025178511,0.001320911,-0.008720584,-0.002464281,-3.697618825,-8.811573632,-6.935057302,-5.406212664,5746.935607,5810.959342,5850.080888,5783.050235,0.05,0.04,0.08,1.39,2.67,-0.012100178,-0.018585936,4.47,5.36,-0.000583565,-0.009406334,0.001428958,-0.000490621,-0.00894661,-0.000797336,-0.008564478,0.000106557,-0.010873369,-0.00378552,-0.006991452,-0.001310132,-0.004296304,-0.00232641,-0.011746243,-0.005723034,-0.013424103,-0.007359951,0.004886192,-0.010225675,-0.005922422,2.62,2.63,2.59,-0.01,0.03,0.89,2.69,5.28,5.32,5.31,0,0,0,NSE,0.63,-0.48,-0.37,0.16,-1.18,-1.24,-0.51,0.36,-0.3,-1.49,-1.22,-1.02,-0.57,-0.03,1.19,0.98,-0.99,-0.92,-0.5,-0.14,-0.34,-0.34,0.74,-1.06,-1.69
07-08-2013,5519.100098,-0.163673469,-0.004176986,-0.025178511,0.001320911,-0.008720584,-3.881920968,-7.86912448,-7.603832418,-5.116304555,5705.510969,5783.163223,5837.101249,5780.423865,0.05,0.05,0.08,1.38,2.61,-0.008640334,0.00156189,4.42,5.33,0.009902932,-0.007584156,0.004714616,-0.000409052,-0.000580372,-0.012768067,0.001234101,-0.001598913,-0.003424094,0.015199525,-0.017260936,-0.001421286,0.001468027,-0.014081947,-0.004729069,-0.003805865,-0.015273854,-0.00320806,-0.006659571,-0.007413509,-0.004790827,2.56,2.56,2.53,0,0.03,0.91,2.72,5.25,5.28,5.28,0,0,-0.007194245,NSE,0.14,-0.68,0.11,0.19,-0.88,-0.52,-0.21,0.23,-1.05,0.23,-0.72,-1.34,-0.06,-2.14,-3.75,0.91,0.01,-0.63,-0.34,-0.48,-0.42,-0.38,-0.94,0.36,0.46
08-08-2013,5565.649902,-0.022449976,0.008434311,-0.004176986,-0.025178511,0.001320911,-2.83178144,-5.786713466,-7.823716568,-6.224835132,5680.081684,5762.447669,5826.456098,5778.286811,0.05,0.05,0.07,1.36,2.58,-0.009194522,0.012280702,4.41,5.31,0.002516631,0.00176036,-0.009010738,0.000360113,-0.008537944,-0.003940635,-0.000410846,-0.003416699,-0.008499042,0.025888895,-0.001155512,0.0048172,0.006395974,0.002841258,0.007001995,0.00388545,0.003105355,0.004135212,-0.00091995,0.004912198,0.006943836,2.53,2.53,2.51,0,0.02,0.9,2.73,5.24,5.26,5.26,-0.125,-0.0625,-0.014492754,NSE,1.16,-0.71,0.59,2.93,-0.93,0.7,0.06,0.34,0.02,1.91,0.14,0.1,0.35,1.54,-1.73,0.44,3.42,0.3,0.33,-0.16,-0.36,-0.38,-0.43,3.37,1.88
09-08-2013,5589.024902,-0.022965552,0.004199869,0.008434311,-0.004176986,-0.025178511,-1.565279444,-5.048677978,-7.300724454,-6.989101315,5663.525905,5745.931215,5817.145071,5776.403608,0.05,0.05,0.07,1.36,2.57,0.025036249,0.008280377,4.41,5.31,,,,,-0.014229719,0.005139718,-0.003288122,-0.010499197,-0.005653875,-0.005776771,0.000231351,-0.011549336,0.003009109,0.008223916,0.00240304,-0.00356996,0.007004088,-0.002455632,0.003589469,-0.001019512,-0.001306719,2.52,2.52,2.5,0,0.02,0.9,2.74,5.24,5.26,5.26,0,0.066666667,0,NSE,0.98,1.44,0.33,1.13,2.49,0.21,-0.5,-0.29,0.96,0.17,1.01,0.29,-0.44,-2.03,0.37,0.4,1.65,-0.11,-0.44,0.28,0.17,0.19,-1.17,1.58,0.19
12-08-2013,5612.399902,0.139499234,0.004182304,0.004199869,0.008434311,-0.004176986,-1.283990594,-3.759656421,-6.953146931,-6.937718321,5654.230268,5733.213947,5809.115849,5774.77173,0.05,0.06,0.08,1.39,2.61,0.001414561,0.024446142,4.45,5.33,,,,,0.028408064,-0.00191754,0.000824742,-0.003897802,-0.007887014,0.005198715,-0.000693939,-0.009149052,-0.001194666,-0.001382279,0.002511352,-0.001152921,0.021264128,0.002688401,0.023899724,0.005026726,-0.001359377,2.56,2.55,2.53,0.01,0.03,0.88,2.72,5.25,5.27,5.28,0.142857143,0,0.022058824,NSE,-0.49,0.69,-0.11,-0.03,0.13,0.43,0.08,-0.32,-0.13,1.66,2.05,0.06,0.35,2.48,-1.17,-0.32,2.54,0.8,0.04,0.31,0.25,0.25,0.26,4.04,1.67
13-08-2013,5699.299805,0.003139013,0.015483555,0.004182304,0.004199869,0.008434311,2.833683161,-0.968714466,-6.227582549,-4.297891692,5662.42473,5729.984029,5804.809337,5774.020766,0.06,0.06,0.08,1.49,2.71,0.005556079,-0.009321402,4.54,5.43,-0.000478713,0.009804558,0.003171032,-8.18E-05,0.047522159,-0.009167822,-0.002884178,0.010978283,0.00369756,-0.019470612,0.002777755,-0.005451074,0.005113385,0.005719255,0.006760148,0.002776056,0.012116572,0.00394828,0.002319082,-0.001594478,0.002241646,2.65,2.65,2.63,0,0.02,0.89,2.72,5.35,5.37,5.37,0,0.0625,0.071942446,NSE,-0.36,0.78,0.54,0.33,0.68,0.62,0.16,-0.29,0.59,-1.01,0.84,1.56,0.42,-0.76,2.52,-0.61,0.02,-0.18,0.22,0.79,0.54,0.54,-1.22,0.28,-1.13
14-08-2013,5742.299805,0.054537327,0.007544786,0.015483555,0.004182304,0.004199869,4.04413225,0.005221264,-4.143230031,-3.867209207,5676.947471,5731.15696,5802.357983,5773.705134,0.06,0.05,0.07,1.48,2.71,0.001030156,-0.001505457,4.53,5.43,0.004235407,-0.003056483,-0.001266337,-0.000359959,0.018240565,-0.008946508,-0.005371942,-0.024836092,-0.002578725,0.003723177,-0.005078532,-0.005033613,0.00530243,-0.00370544,0.002656962,-0.005176618,,-0.004117294,-0.002857833,-0.003982872,-0.003849233,2.65,2.66,2.64,-0.01,0.01,0.9,2.72,5.36,5.38,5.37,-0.125,0,-0.006711409,NSE,0.08,0.35,0.54,0.69,0.02,0.24,-0.69,-0.05,0.14,0.97,,0.64,-0.44,1.74,1.16,0.8,2.09,-0.44,-0.52,0.29,-0.06,-0.07,0.46,1.91,1.05
15-08-2013,5625.074952,0.051716829,-0.020414269,0.007544786,0.015483555,0.004182304,1.067710879,-1.7943058,-4.780787956,-6.839540362,5667.516104,5721.053911,5795.405707,5772.226227,0.05,0.05,0.08,1.54,2.77,0.005051923,0.002450057,4.6,5.47,0.008118643,-0.008155059,-0.002884327,-0.001162106,-0.001183611,-0.016715848,-0.002908185,-0.012679096,-0.015881828,-0.017310573,-0.002552112,-0.008881316,-0.005104332,-0.015802911,-0.007327471,-0.014281602,,-0.017210481,-0.008693281,-0.019269005,-0.010862559,2.72,2.72,2.69,0,0.03,0.87,2.7,5.39,5.42,5.42,0.142857143,0.058823529,0.040540541,NSE,0.21,0.83,-0.57,-0.09,0.45,-0.69,-1.53,0.69,-1.76,2.07,-0.53,-0.07,-1.67,2.3,-1.57,0.56,5.27,-1.94,-1.56,-1.03,-0.67,-0.65,1.15,5.17,2.31
16-08-2013,5507.850098,-0.114469972,-0.020839696,-0.020414269,0.007544786,0.015483555,-1.452396535,-2.994941914,-6.427747689,-8.647085519,5638.485921,5700.748786,5784.129017,5769.595619,0.05,0.05,0.08,1.6,2.84,0.001396258,0.029704832,4.66,5.54,,,,,0.008877155,-0.005759745,-0.002083292,-0.00201005,0,0.000314501,-0.00558274,-0.002835753,0.007497847,0.002575879,0.001868416,-0.003304595,-0.000951205,-0.000926228,-0.00644993,-0.003221004,-0.002497573,2.79,2.79,2.76,0,0.03,0.88,2.7,5.46,5.49,5.49,0,0,0.038961039,NSE,0.48,-0.64,0.23,0.81,0.12,0.14,-0.21,-0.14,0.05,0.74,0.8,-0.13,-0.04,-1.49,-0.87,0.38,1.69,-0.42,-0.29,0.03,0.1,0.1,-0.96,1.09,0.76
19-08-2013,5414.75,0.18843878,-0.016903165,-0.020839696,-0.020414269,0.007544786,-3.521664626,-4.760437378,-7.148918557,-10.22994504,5597.806662,5673.510807,5769.643565,5766.064817,0.03,0.06,0.08,1.63,2.88,-0.00408998,-0.003103889,4.71,5.58,,,,,0.010769811,0.002633242,-0.004175407,0.012084525,-0.027397241,-0.012893082,-0.006081825,-0.011261585,-0.009677794,-0.005276893,-0.003056551,-0.005900302,-0.002403046,-0.003799827,0.008291296,-0.010787902,-0.008419993,2.85,2.82,2.8,0.03,0.05,0.87,2.7,5.5,5.52,5.55,0,0,0.01875,NSE,-0.82,-0.45,-0.37,-0.83,-0.34,-0.25,-0.24,0.05,-0.41,-0.4,-0.46,0,0.02,2.82,0.73,-0.44,-0.48,-0.86,-0.36,-0.25,-0.04,-0.04,1.43,-0.39,-0.76
20-08-2013,5401.450195,-0.023362696,-0.002456218,-0.016903165,-0.020839696,-0.020414269,-5.226073732,-2.540480942,-6.144162466,-11.12819822,5562.105487,5647.600272,5755.204609,5762.436811,0.03,0.04,0.07,1.57,2.82,-0.020907224,0.005494506,4.66,5.54,0.000955974,-0.002756782,0.004833253,0.0002781,-0.013136643,0.005322649,-0.005450776,-0.007960133,0.005595157,0.007327238,0.002353448,-0.001035389,-0.01347951,-0.00188691,-0.007919851,0.003821195,-0.021964778,0.006826243,-0.006236607,0.015119611,0.003800377,2.79,2.78,2.75,0.01,0.04,0.88,2.72,5.47,5.5,5.51,-0.125,0,-0.036809816,NSE,-0.41,0.23,-1.31,0.09,-1.99,-0.84,-0.11,0.61,-0.24,0.51,-1.86,-1.59,0.34,-0.55,-2.61,-1.09,-0.71,1.4,0.33,-0.71,-0.41,-0.39,-0.94,-0.56,0.38
21-08-2013,5302.549805,0.115686275,-0.01830997,-0.002456218,-0.016903165,-0.020839696,-7.658081517,-3.923652211,-7.653260101,-11.48401961,5514.913544,5614.738323,5737.453441,5757.86082,0.02,0.04,0.07,1.64,2.87,-0.009246902,-0.006921676,4.69,5.58,-0.003014571,0.005138218,0.008465609,-0.000196252,0.002574523,-0.008777697,-0.004637353,-0.010364426,-0.009401343,-0.000316256,-0.005400305,-0.004721916,-0.003435117,-0.009715688,-0.001761454,-0.005779603,-0.006943859,-0.00381893,0.000176574,-0.006795774,-0.008722514,2.85,2.83,2.8,0.02,0.05,0.89,2.71,5.51,5.54,5.56,0,0.055555556,0.044585987,NSE,-1.12,-0.31,-0.37,-0.84,-1.07,-0.19,-0.92,-0.45,-0.75,-0.18,-1.54,-1.41,-0.6,0.46,-0.07,-1.69,-0.15,-0.87,-0.85,0.54,0.36,0.37,0.61,-0.65,-0.35
22-08-2013,5408.450195,-0.11599297,0.019971597,-0.01830997,-0.002456218,-0.016903165,-3.851055468,-2.824462727,-5.576261556,-8.447732628,5495.556572,5595.091835,5724.551353,5754.384098,0.01,0.03,0.06,1.71,2.9,0.009621861,0.009170946,4.69,5.58,-0.001247383,0.010929353,0.003205189,-0.000376223,0.001194275,0.018132635,0.007200339,-0.006081092,0.01123374,0.024675672,0.002832838,0.00648004,0.010966137,0.008778259,0.013575609,0.008619376,0.003559945,0.01081172,-0.002815738,0.0143111,0.009251191,2.89,2.87,2.84,0.02,0.05,0.89,2.68,5.52,5.55,5.57,-0.142857143,0.105263158,0.042682927,NSE,0.41,0.08,0.96,0.63,1.14,1.28,0.62,-0.01,0.72,0.04,1.47,-0.56,1.28,2.46,-0.37,-0.19,0.31,1.62,1.12,0.09,0.38,0.34,-1.23,1.18,0.7
23-08-2013,5471.75,-0.03777336,0.011703871,0.019971597,-0.01830997,-0.002456218,-0.655429929,-2.098307022,-3.630742098,-7.041048236,5491.228104,5583.344993,5714.637574,5751.571818,0.02,0.03,0.06,1.66,2.82,0.014771753,0.001454017,4.6,5.49,,,,,-0.003857098,0.000966414,0,0.001699547,0.002106895,0.072862028,0.00659129,0.006208255,0.002549778,0.007011152,0.002274451,0.003947011,-0.001456499,0.005243638,-0.004676069,0.00196877,0.005197369,2.8,2.79,2.76,0.01,0.04,0.89,2.67,5.43,5.46,5.47,0,-0.047619048,-0.029239766,NSE,0.19,1.04,0.37,0.57,1.32,0.35,0.34,0.19,0.86,1.79,-0.26,1.1,0.63,-1.69,2.62,-0.36,3.05,0.31,0.41,-0.21,-0.17,-0.16,0.52,3.67,1.53
26-08-2013,5476.5,0.26446281,0.000868095,0.011703871,0.019971597,-0.01830997,1.140403527,-2.421422286,-3.674322046,-6.090041549,5488.550267,5573.16928,5705.298846,5748.834785,0.03,0.04,0.07,1.61,2.79,-0.005634861,-1,4.6,5.46,,,,,0.003892068,-0.013103062,-0.007148864,-0.009953681,-0.009938857,-0.01726613,-0.008652924,-0.004913174,-0.000575035,,0.00215756,-0.004039658,0.006486175,-6.01E-05,0.018963261,0.00022151,-0.004460242,2.76,2.75,2.72,0.01,0.04,0.86,2.67,5.39,5.42,5.43,0.166666667,0.025,-0.030120482,NSE,0.08,-0.28,-0.05,-0.89,-0.47,0.14,-0.39,-0.1,-0.15,-0.19,0.29,1.03,-0.01,0.8,-0.36,0.65,-0.02,-0.07,-0.44,0.21,0.06,0.06,5.27,1.33,0.58
27-08-2013,5287.450195,0.098039216,-0.034520187,0.000868095,0.011703871,0.019971597,-2.110544315,-7.226319444,-4.59740728,-8.125031509,5451.986618,5545.957938,5688.912624,5744.243894,0.04,0.05,0.07,1.56,2.72,0.030506234,0,4.51,5.38,-0.002363197,-0.013902226,-0.000847668,0.000081817,-0.028590233,-0.018447986,-0.018212663,-0.015537542,-0.023166043,-0.026061609,-0.030195754,-0.003100195,-0.024193942,,-0.022831937,-0.015874195,-0.005932692,-0.021612723,0.003382726,-0.024054601,-0.015295961,2.68,2.67,2.65,0.01,0.03,0.87,2.66,5.31,5.33,5.34,0,-0.073170732,-0.031055901,NSE,-0.53,3.28,-2.42,0.33,2.92,-1.9,-1.16,0.18,-0.59,1.98,-1.78,-0.06,-1.97,0.6,-0.81,-0.7,2.52,-2.4,-1.57,-0.64,-0.29,-0.29,-0.58,0.78,0.84
28-08-2013,5285,-0.02827381,-0.000463398,-0.034520187,0.000868095,0.011703871,-0.330969169,-7.963704796,-4.2416353,-7.958899338,5421.625414,5521.104801,5673.072913,5739.674303,0.04,0.03,0.07,1.62,2.78,0.009714967,0.000176149,4.58,5.43,-0.001319785,0.008628153,0.000152519,-0.000212707,0.004727919,0.002313722,0.000862856,0.0041778,-0.000395178,-0.007215815,0.003405473,0.023266482,-0.002083795,-0.001692269,-0.010271041,0.002747646,-0.016005615,0.004144193,-0.001076692,0.002969946,0.002243683,2.74,2.75,2.71,-0.01,0.03,0.85,2.65,5.36,5.4,5.39,0,0.052631579,0.038461539,NSE,-0.48,1.97,-0.23,-0.78,1,-1.32,0.33,-0.4,-0.22,-0.11,-0.77,0.08,0.29,0.91,-1.33,0.03,-0.91,0.2,0.25,0.51,0.33,0.32,-0.43,-0.49,0.13
29-08-2013,5409.049805,0.030321593,0.023472054,-0.000463398,-0.034520187,0.000868095,0.01108654,-3.840395877,-2.813689322,-5.56579323,5419.33894,5510.432897,5662.719066,5736.384507,0.03,0.02,0.06,1.6,2.75,-0.015067623,-0.008277563,4.52,5.37,-0.001349222,0.005771151,0.00447003,1.64E-05,0.001629692,0.008523418,-0.00387931,0.000462279,0.002372459,0.016050848,0,-0.017672209,0.006537154,0.008242484,0.004492566,0.001963402,0.008368494,0.007499951,-0.001938787,0.010270478,0.000725099,2.72,2.73,2.69,-0.01,0.03,0.85,2.62,5.31,5.35,5.34,-0.142857143,-0.025,-0.012345679,NSE,-0.11,-1.24,0.64,-1.91,-1.18,0.39,0.19,-0.74,0.96,-0.43,1.02,1.69,0.69,1.46,0.75,-0.38,-1.23,1.01,0.28,0.94,0.65,0.64,-0.91,-2.09,-0.72
30-08-2013,5471.799805,-0.255945303,0.011600928,0.023472054,-0.000463398,-0.034520187,0.000910221,-0.654525674,-2.097415901,-3.629864925,5428.877279,5506.753555,5655.232036,5733.751823,0.02,0.03,0.05,1.62,2.78,-0.004884343,-0.009234594,4.49,5.34,,,,,-0.009111247,-0.010564124,0.001298053,-0.001848169,-0.003353097,-0.00447085,-0.004121164,-0.001260376,-0.013187519,-0.010828183,-0.011153743,-0.003174318,0.001225069,-0.008405362,0.000550741,-0.015619138,-0.004847684,2.76,2.75,2.73,0.01,0.03,0.85,2.56,5.29,5.31,5.32,-0.166666667,0,0.0125,NSE,-0.35,-1,-1.28,-0.59,-1.06,-0.9,-0.26,-0.14,-1.19,-1.19,-0.86,0.46,-0.52,-1.02,-0.82,-0.57,-2.6,-1.37,-0.34,-0.09,0.17,0.17,0.08,-1.55,-0.84
